Property ID,Construction year,Neighbourhood or locality,Type of building,Building condition,Number of frontages,Living area,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace surface,Terrace surface,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Heating type,Price,Monthly charges,Cadastral income,Surface of the plot,Garden,Garden surface,Terrace,Terrace surface,Terrace surface
10438305,1978.0,None,None,As new,None,120  m² square meters,Hyper equipped,2.0,1.0,1.0,None,Yes,No,8  m²  square meters,8  m²  square meters,Yes,No,No,225  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 560,000  560000 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10579734,None,None,None,Just renovated,3.0,128  m² square meters,Installed,2.0,2.0,None,1.0,None,No,43  m²  square meters,43  m²  square meters,None,None,None,242  kWh/m²  kilowatt hour per square meters,C,Electric,"€ 315,000  315000 €",None,€ 908  908 €,None,None,None,None,43  m²  square meters,43  m²  square meters
10509623,None,None,None,None,2.0,56  m² square meters,Installed,1.0,1.0,None,1.0,None,No,12  m²  square meters,12  m²  square meters,Yes,None,None,235  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 123,000  123000 €",None,€ 592  592 €,None,None,50  m²  square meters,None,12  m²  square meters,12  m²  square meters
10579728,1936.0,None,None,Good,2.0,147  m² square meters,Installed,3.0,1.0,1.0,2.0,None,No,33  m²  square meters,33  m²  square meters,None,None,None,184  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 350,000  350000 €",None,€ 440  440 €,220  m²  square meters,None,90  m²  square meters,None,33  m²  square meters,33  m²  square meters
10572643,1993.0,None,None,Good,2.0,119  m² square meters,Installed,3.0,1.0,None,1.0,None,No,None,None,No,No,None,420  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 269,000  269000 €",€ 40  40 €,None,None,None,None,Yes,None,None
10572259,2011.0,None,None,As new,None,110  m² square meters,Installed,3.0,1.0,None,2.0,None,None,8  m²  square meters,8  m²  square meters,No,No,No,207  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 349,000  349000 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10560964,2020.0,1 - Bruxelles Centre,None,As new,3.0,148  m² square meters,USA hyper equipped,3.0,2.0,None,2.0,Yes,No,33  m²  square meters,33  m²  square meters,Yes,Yes,No,82  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 450,000  450000 €",None,None,None,None,None,None,33  m²  square meters,33  m²  square meters
10563238,1966.0,Les Woluwes,None,Just renovated,2.0,46  m² square meters,Installed,None,1.0,None,1.0,Yes,No,6  m²  square meters,6  m²  square meters,Yes,No,No,131  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 245,000  245000 €",None,"€ 1,036  1036 €",None,None,None,None,6  m²  square meters,6  m²  square meters
10562978,2003.0,None,None,Good,2.0,95  m² square meters,Semi equipped,2.0,1.0,None,1.0,None,None,32  m²  square meters,32  m²  square meters,None,None,None,126  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 335,000  335000 €",None,€ 870  870 €,None,None,None,None,32  m²  square meters,32  m²  square meters
10193358,1875.0,Nivelles,None,To be done up,2.0,207  m² square meters,Installed,4.0,1.0,None,1.0,Yes,No,None,None,None,None,None,533  kWh/m²  kilowatt hour per square meters,G,Gas,"Make an offer starting from  € 360,000  Make an offer starting from  360000 €",None,€ 814  814 €,608  m²  square meters,None,518  m²  square meters,Yes,None,None
10571758,1975.0,None,None,To renovate,4.0,405  m² square meters,Installed,7.0,2.0,2.0,4.0,Yes,Yes,None,None,None,None,None,467  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 690,000  690000 €",None,"€ 2,691  2691 €",4534  m²  square meters,None,4534  m²  square meters,None,None,None
10572432,1850.0,None,None,As new,2.0,184  m² square meters,USA installed,3.0,1.0,None,1.0,None,No,None,None,Yes,No,No,158  kWh/m²  kilowatt hour per square meters,B,None,"€ 330,000  330000 €",None,None,None,None,None,None,None,None
10572658,2021.0,1 - Bruxelles Nord et Ouest,None,As new,3.0,149  m² square meters,USA hyper equipped,3.0,2.0,1.0,3.0,Yes,No,36  m²  square meters,36  m²  square meters,Yes,Yes,No,44.65  kWh/m²  kilowatt hour per square meters,A,None,"€ 560,000  560000 €",None,None,None,None,None,None,36  m²  square meters,36  m²  square meters
10572149,1973.0,Brussel (19 gemeenten),None,Good,2.0,44  m² square meters,Semi equipped,None,1.0,None,1.0,None,Yes,None,None,Yes,Yes,No,285  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 190,000  190000 €",None,None,None,None,None,None,None,None
10558643,2025.0,Bruxelles-Nord,None,As new,3.0,81  m² square meters,USA installed,2.0,1.0,1.0,2.0,Yes,No,6  m²  square meters,6  m²  square meters,Yes,Yes,No,45  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 326,000  326000 €",None,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10374224,2016.0,None,Apartment building,As new,4.0,112  m² square meters,Installed,3.0,2.0,None,2.0,None,Yes,None,None,Yes,Yes,No,58  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 449,000  449000 €",€ 141  141 €,None,None,None,None,Yes,None,None
10558630,2025.0,Bruxelles-Nord,None,As new,4.0,126  m² square meters,Hyper equipped,3.0,2.0,2.0,2.0,Yes,None,13  m²  square meters,13  m²  square meters,Yes,Yes,No,44  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 484,000  484000 €",None,None,None,None,None,None,13  m²  square meters,13  m²  square meters
10579632,1989.0,Knokke,None,As new,4.0,499  m² square meters,USA hyper equipped,7.0,6.0,5.0,7.0,Yes,No,None,None,No,No,Yes,152  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 4,995,000  4995000 €",None,"€ 2,736  2736 €",1174  m²  square meters,None,None,Yes,None,None
10561327,1939.0,None,None,To be done up,2.0,214  m² square meters,Not installed,3.0,1.0,None,2.0,Yes,No,None,None,Yes,None,No,380  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 375,000  375000 €",None,"€ 1,765  1765 €",None,None,None,None,None,None
10561076,2009.0,Huy et 5kms,None,As new,4.0,195  m² square meters,Installed,3.0,1.0,None,2.0,None,No,30  m²  square meters,30  m²  square meters,None,None,None,170  kWh/m²  kilowatt hour per square meters,B,Fuel oil,"€ 440,000  440000 €",None,€ 847  847 €,870  m²  square meters,None,515  m²  square meters,None,30  m²  square meters,30  m²  square meters
10574079,1910.0,None,None,As new,4.0,328  m² square meters,Installed,5.0,2.0,None,2.0,None,No,None,None,None,None,None,319  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 460,000  460000 €",None,€ 964  964 €,1440  m²  square meters,None,None,None,None,None
10567502,1968.0,None,None,Good,2.0,41  m² square meters,Installed,None,1.0,1.0,1.0,Yes,No,None,None,Yes,No,No,740  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 175,000  175000 €",None,€ 587  587 €,None,None,None,None,None,None
10567435,2010.0,None,None,Good,2.0,258  m² square meters,Hyper equipped,2.0,1.0,None,2.0,None,Yes,None,None,None,None,None,82  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 775,000  775000 €",None,None,None,None,None,Yes,None,None
10579070,1974.0,None,None,Good,4.0,185  m² square meters,Semi equipped,4.0,2.0,None,2.0,None,No,40  m²  square meters,40  m²  square meters,No,Yes,No,242  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 349,500  349500 €",None,€ 656  656 €,1204  m²  square meters,None,800  m²  square meters,None,40  m²  square meters,40  m²  square meters
10573837,2011.0,None,None,Good,2.0,126  m² square meters,USA hyper equipped,3.0,2.0,None,2.0,Yes,None,27  m²  square meters,27  m²  square meters,Yes,None,None,240  kWh/m²  kilowatt hour per square meters,E,None,"€ 479,000  479000 €",None,"€ 1,677  1677 €",None,None,None,None,27  m²  square meters,27  m²  square meters
10558971,2017.0,None,None,As new,2.0,43  m² square meters,USA hyper equipped,None,1.0,1.0,1.0,Yes,No,5  m²  square meters,5  m²  square meters,Yes,Yes,No,113  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 180,000  180000 €",None,€ 958  958 €,None,None,None,None,5  m²  square meters,5  m²  square meters
10557389,2012.0,Oost-Vlaanderen,None,Good,2.0,78  m² square meters,Installed,1.0,1.0,None,1.0,None,No,None,None,No,No,No,124  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 235,000  235000 €",None,€ 508  508 €,None,None,None,None,None,None
10451488,1995.0,None,None,Good,2.0,130  m² square meters,USA installed,3.0,1.0,1.0,2.0,Yes,No,14  m²  square meters,14  m²  square meters,None,No,No,286  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 275,000  275000 €",None,"€ 1,160  1160 €",232  m²  square meters,None,140  m²  square meters,None,14  m²  square meters,14  m²  square meters
10579725,1977.0,None,None,To renovate,2.0,196  m² square meters,None,4.0,1.0,None,None,Yes,No,None,None,No,None,None,393  kWh/m²  kilowatt hour per square meters,D,None,"€ 269,000  269000 €",None,None,132  m²  square meters,None,38  m²  square meters,None,None,None
10579718,None,None,None,Good,None,133  m² square meters,Semi equipped,4.0,None,None,2.0,None,No,None,None,None,None,None,586  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 195,000  195000 €",None,€ 721  721 €,123  m²  square meters,Yes,None,Yes,None,None
10579716,None,None,None,To renovate,1.0,98  m² square meters,None,3.0,1.0,None,1.0,Yes,No,None,None,None,None,None,262  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 125,000  125000 €",None,€ 560  560 €,60  m²  square meters,None,None,None,None,None
10579712,1945.0,None,None,Good,4.0,416  m² square meters,Installed,4.0,1.0,2.0,3.0,Yes,None,None,None,None,None,None,230  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 650,000  650000 €",None,€ 813  813 €,1133  m²  square meters,None,None,Yes,None,None
10579710,None,None,None,None,None,84  m² square meters,Installed,2.0,1.0,None,None,None,No,None,None,Yes,None,None,302  kWh/m²  kilowatt hour per square meters,D,Gas,"Make an offer starting from  € 110,000  Make an offer starting from  110000 €",None,None,None,None,None,Yes,None,None
10579709,1900.0,VISE,None,Good,2.0,104  m² square meters,Installed,3.0,1.0,1.0,1.0,Yes,None,16  m²  square meters,16  m²  square meters,No,No,No,327  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 189,000  189000 €",None,€ 376  376 €,326  m²  square meters,None,None,None,16  m²  square meters,16  m²  square meters
10579707,None,None,None,None,None,290  m² square meters,Not installed,5.0,1.0,2.0,3.0,Yes,None,None,None,None,None,None,Not specified,Not specified,None,"€ 895,000  895000 €",None,"€ 2,627  2627 €",232  m²  square meters,None,141  m²  square meters,None,None,None
10579706,1910.0,None,None,Just renovated,None,165  m² square meters,Hyper equipped,5.0,3.0,None,3.0,None,None,None,None,None,None,None,202  kWh/m²  kilowatt hour per square meters,D,None,"€ 545,000  545000 €",None,"€ 1,123  1123 €",65  m²  square meters,None,16  m²  square meters,None,None,None
10579702,1964.0,None,None,To be done up,4.0,220  m² square meters,None,4.0,2.0,None,None,Yes,No,None,None,No,No,No,674  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 369,000  369000 €",None,€ 948  948 €,3285  m²  square meters,None,None,None,None,None
10579701,None,None,None,None,2.0,121  m² square meters,None,4.0,1.0,None,None,None,No,13  m²  square meters,13  m²  square meters,No,No,No,406  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 225,000  225000 €",None,None,220  m²  square meters,None,145  m²  square meters,None,13  m²  square meters,13  m²  square meters
10579693,None,None,None,None,3.0,200  m² square meters,Installed,4.0,1.0,None,1.0,None,No,None,None,None,None,None,360  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 200,000  200000 €",None,€ 612  612 €,994  m²  square meters,None,None,None,None,None
10579687,1972.0,None,None,None,3.0,240  m² square meters,None,4.0,1.0,None,2.0,None,None,None,None,None,None,None,525  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 385,000  385000 €",None,€ 805  805 €,351  m²  square meters,None,None,Yes,None,None
10579686,1969.0,None,None,As new,2.0,93  m² square meters,Hyper equipped,2.0,1.0,None,2.0,Yes,None,7  m²  square meters,7  m²  square meters,Yes,No,No,611  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 440,000  440000 €",€ 130  130 €,"€ 1,483  1483 €",None,None,None,None,7  m²  square meters,7  m²  square meters
10579682,1976.0,Brabant Wallon,None,To be done up,4.0,75  m² square meters,Installed,2.0,1.0,1.0,1.0,None,None,20  m²  square meters,20  m²  square meters,None,None,None,455  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"Make an offer starting from  € 299,000  Make an offer starting from  299000 €",None,None,626  m²  square meters,None,400  m²  square meters,None,20  m²  square meters,20  m²  square meters
10579678,1899.0,Namur Zone proche (5000 5001 5002 5003 5004 5020 5,None,Good,2.0,59  m² square meters,Semi equipped,1.0,1.0,1.0,1.0,Yes,No,None,None,No,No,No,438  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 129,000  129000 €",None,None,None,None,None,None,None,None
10579677,1899.0,Namur,None,To be done up,2.0,25  m² square meters,None,None,1.0,1.0,1.0,Yes,No,3  m²  square meters,3  m²  square meters,No,No,No,487  kWh/m²  kilowatt hour per square meters,F,Electric,"€ 99,000  99000 €",None,None,None,None,None,None,3  m²  square meters,3  m²  square meters
10579674,1972.0,None,None,Good,4.0,178  m² square meters,Semi equipped,4.0,1.0,None,2.0,None,No,None,None,None,None,None,1137  kWh/m²  kilowatt hour per square meters,G_F,Electric,"€ 230,000  230000 €",None,€ 875  875 €,817  m²  square meters,Yes,None,None,None,None
10579672,1959.0,None,None,Good,None,264  m² square meters,None,4.0,None,None,None,None,No,None,None,No,No,No,354  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 689,000  689000 €",None,"€ 2,164  2164 €",196  m²  square meters,None,None,None,None,None
10579668,None,None,None,Good,1.0,120  m² square meters,None,3.0,1.0,None,1.0,Yes,No,40  m²  square meters,40  m²  square meters,None,None,None,583  kWh/m²  kilowatt hour per square meters,G,None,"€ 245,000  245000 €",None,None,1300  m²  square meters,None,1200  m²  square meters,None,40  m²  square meters,40  m²  square meters
10579666,None,Liège,None,Good,2.0,556  m² square meters,Installed,4.0,3.0,3.0,6.0,None,No,None,None,No,No,No,182  kWh/m²  kilowatt hour per square meters,C,Gas,"Make an offer starting from  € 369,000  Make an offer starting from  369000 €",None,None,450  m²  square meters,None,None,None,None,None
10579663,1974.0,None,None,As new,2.0,130  m² square meters,Hyper equipped,3.0,2.0,2.0,2.0,Yes,Yes,15  m²  square meters,15  m²  square meters,Yes,None,None,234  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 300,000  300000 €",None,None,None,None,None,None,15  m²  square meters,15  m²  square meters
10399690,1977.0,None,None,To renovate,2.0,157  m² square meters,None,5.0,1.0,6.0,2.0,Yes,No,8  m²  square meters,8  m²  square meters,No,None,None,399  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 250,000  250000 €",None,None,70  m²  square meters,None,None,None,8  m²  square meters,8  m²  square meters
10579662,None,None,None,None,4.0,177  m² square meters,USA hyper equipped,3.0,1.0,1.0,2.0,None,None,None,None,None,Yes,None,606  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 399,000  399000 €",None,None,1142  m²  square meters,None,None,Yes,None,None
10579661,1930.0,Vlaams-Brabant Noorden,None,To be done up,2.0,250  m² square meters,Not installed,5.0,4.0,4.0,4.0,None,No,20  m²  square meters,20  m²  square meters,No,No,No,639  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 460,000  460000 €",None,"€ 1,192  1192 €",220  m²  square meters,None,110  m²  square meters,None,20  m²  square meters,20  m²  square meters
10579659,1963.0,None,None,Just renovated,2.0,62  m² square meters,Installed,1.0,1.0,1.0,1.0,Yes,No,30  m²  square meters,30  m²  square meters,No,Yes,No,302  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 179,000  179000 €",None,€ 661  661 €,None,None,None,None,30  m²  square meters,30  m²  square meters
10579658,2003.0,None,None,Good,3.0,220  m² square meters,Installed,4.0,1.0,None,2.0,None,None,None,None,None,None,None,171  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 539,000  539000 €",None,€ 928  928 €,500  m²  square meters,Yes,None,None,None,None
10579656,1993.0,None,None,Good,4.0,155  m² square meters,Semi equipped,5.0,2.0,None,3.0,None,None,35  m²  square meters,35  m²  square meters,None,None,None,340  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 690,000  690000 €",None,None,1378  m²  square meters,Yes,None,None,35  m²  square meters,35  m²  square meters
10579655,1993.0,None,None,Good,4.0,155  m² square meters,Semi equipped,5.0,2.0,None,3.0,None,None,35  m²  square meters,35  m²  square meters,None,None,None,340  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 550,000  550000 €",None,None,760  m²  square meters,Yes,None,None,35  m²  square meters,35  m²  square meters
10579651,2010.0,None,None,None,2.0,None,Hyper equipped,2.0,1.0,None,2.0,None,No,None,None,None,None,None,133  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 349,000  349000 €",None,None,139  m²  square meters,None,45  m²  square meters,None,None,None
10557112,1955.0,Brabant Wallon,None,To be done up,4.0,185  m² square meters,Installed,6.0,1.0,1.0,2.0,None,No,21  m²  square meters,21  m²  square meters,No,No,No,265  kWh/m²  kilowatt hour per square meters,D,Gas,"Make an offer starting from  € 499,000  Make an offer starting from  499000 €",None,"€ 2,216  2216 €",302  m²  square meters,None,206  m²  square meters,None,21  m²  square meters,21  m²  square meters
