,Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Monthly charges,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
7649,10569670,None,None,None," 685,000",3,145  m² square meters,None,None,None,None,None,None,None,63  m²  square meters,None,None,None,None,None,None, 694,247  kWh/m²  kilowatt hour per square meters,Not specified,C,None
7650,10569669,None,All kind,1983," 375,000",4,213  m² square meters,None,No,None,Yes,None,Yes,None,1136  m²  square meters,None,No,No,Yes,To be done up,None," 1,380",483  kWh/m²  kilowatt hour per square meters,Not specified,E,Electric
7651,10569668,None,None,None," 295,000",2,124  m² square meters,None,None,None,None,None,None,None,124  m²  square meters,None,None,None,None,None,None,None,323  kWh/m²  kilowatt hour per square meters,Not specified,D,None
7652,10569666,None,None,2023," 421,000",3,130  m² square meters,None,None,None,Yes,None,None,None,451  m²  square meters,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7653,10569663,None,None,2019," 619,000",8,440  m² square meters,Hyper equipped,Yes,None,None,244  m²  square meters,None,1300  m²  square meters,1500  m²  square meters,4,Yes,No,None,As new,None,None,Not specified,Not specified,Not specified,None
7654,10569661,None,None,1960," 435,000",4,298  m² square meters,None,None,None,Yes,None,None,None,314  m²  square meters,None,None,None,None,None,None," 1,323",354  kWh/m²  kilowatt hour per square meters,Not specified,D,None
7655,10569658,None,All kind,None," 425,000",4,267  m² square meters,None,None,1,None,None,Yes,None,800  m²  square meters,None,None,None,Yes,To renovate,None,None,499  kWh/m²  kilowatt hour per square meters,Not specified,E,None
7656,10569657,None,None,None," 190,000",5,150  m² square meters,None,None,None,Yes,None,None,None,None,None,None,None,None,Good,None,None,398  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
7657,10569653,None,All kind,1918," 498,000",2,155  m² square meters,None,None,None,Yes,None,Yes,None,6283  m²  square meters,None,No,No,Yes,To renovate,None, 830,814  kWh/m²  kilowatt hour per square meters,Not specified,F,None
7658,10569652,None,None,1969," 385,000",3,192  m² square meters,Installed,No,None,None,None,None,114  m²  square meters,214  m²  square meters,2,None,None,None,Just renovated,None, 950,256  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7659,10569651,None,None,None," 273,000",2,None,None,None,None,Yes,None,None,None,None,None,No,No,None,As new,None,None,76  kWh/m²  kilowatt hour per square meters,Not specified,A,None
7660,10569647,None,None,1938," 224,500",3,145  m² square meters,Semi equipped,No,None,None,None,Yes,None,110  m²  square meters,2,No,No,None,To be done up,None, 381,Not specified,Not specified,Not specified,Gas
7661,10569646,None,None,1983," 174,900",1,80  m² square meters,Installed,No,None,None,None,None,None,None,2,No,Yes,None,Good, 40,None,158  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7662,10126678,None,None,2008," 229,000",2,80  m² square meters,None,No,None,None,None,None,None,None,2,No,No,None,Good,None,None,Not specified,Not specified,Not specified,Electric
7663,10263778,None,None,2009," 230,000",None,42  m² square meters,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,228  kWh/m²  kilowatt hour per square meters,36 kg CO₂/m²,E,Electric
7664,9857006,None,None,2013," 235,000",2,77  m² square meters,Installed,No,None,None,None,Yes,None,None,2,No,No,None,Just renovated,None, 569,210  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7665,9786005,None,None,2020," 235,000",2,98  m² square meters,None,None,None,Yes,None,Yes,None,None,None,No,No,Yes,None,None,None,94  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7666,10503824,None,None,2014," 239,000",3,150  m² square meters,Installed,No,None,Yes,None,None,None,None,4,None,Yes,None,As new,None, 897,112  kWh/m²  kilowatt hour per square meters,21 kg CO₂/m²,B,None
7667,10538636,None,All kind,1930," 260,000",1,45  m² square meters,None,None,None,None,15  m²  square meters,None,None,None,None,None,None,None,Good,None," 2,112",471  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
7668,10357953,None,All kind,None," 280,000",2,102  m² square meters,USA hyper equipped,None,None,None,120  m²  square meters,None,None,None,None,No,Yes,None,To renovate, 135,None,Not specified,Not specified,Not specified,Gas
7669,10478689,None,None,2003," 349,000",3,118  m² square meters,Installed,No,None,Yes,None,None,None,None,2,No,Yes,None,Good,None, 992,325  kWh/m²  kilowatt hour per square meters,Not specified,D,None
7670,10435625,'t Eilandje,None,None," 429,000",1,85  m² square meters,None,No,None,None,21  m²  square meters,None,None,None,None,None,Yes,None,As new,None,None,106  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7671,10510086,None,None,None," 495,000",3,190  m² square meters,Installed,No,None,None,36  m²  square meters,None,None,None,2,No,Yes,None,Good, 150," 1,765",174  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7672,10510084,None,None,None," 495,000",3,190  m² square meters,Installed,No,None,None,36  m²  square meters,None,None,None,2,No,Yes,None,Good, 150," 1,765",174  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7673,10451112,None,None,2023," 570,000",3,159  m² square meters,USA hyper equipped,No,None,Yes,None,None,None,None,None,None,Yes,None,As new,None,None,Not specified,Not specified,Not specified,Gas
7674,10018432,None,None,2022," 1,195,000",3,198  m² square meters,Installed,Yes,None,None,81  m²  square meters,None,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,Gas
7675,10536418,None,None,2021," 1,230,000",2,132  m² square meters,Hyper equipped,None,None,None,63  m²  square meters,None,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,Gas
7676,10536417,None,None,2021," 1,450,000",3,159  m² square meters,Hyper equipped,None,None,None,76  m²  square meters,None,None,None,None,No,Yes,None,None,None,None,Not specified,Not specified,Not specified,Gas
7677,10569592,None,All kind,2008," 895,000",4,270  m² square meters,None,None,None,None,None,Yes,None,1708  m²  square meters,None,Yes,No,Yes,As new,None,None,268  kWh/m²  kilowatt hour per square meters,Not specified,D,None
7678,10523353,None,All kind,1920," 6,500,000",10,1780  m² square meters,Installed,None,1,None,1  m²  square meter,None,1  m²  square meter,898  m²  square meters,3,Yes,No,Yes,As new,None," 8,891",Not specified,Not specified,Not specified,Gas
7679,10498206,None,None,1993," 499,000",3,185  m² square meters,Hyper equipped,No,1,None,180  m²  square meters,None,None,None,2,No,Yes,None,As new,None," 1,652",Not specified,Not specified,Not specified,Gas
7680,10569645,None,None,1962," 249,000",2,224  m² square meters,Semi equipped,No,None,None,None,None,400  m²  square meters,581  m²  square meters,4,No,No,None,To renovate,None, 644,725  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
7681,8961759,None,None,None," 890,000",10,None,Hyper equipped,No,2,None,None,None,3000  m²  square meters,3400  m²  square meters,4,Yes,No,None,Just renovated,None,None,138  kWh/m²  kilowatt hour per square meters,Not specified,Not specified,Gas
7682,10569639,None,All kind,2006," 795,000",3,128  m² square meters,USA hyper equipped,Yes,None,None,90  m²  square meters,None,None,None,None,No,Yes,None,None,None," 1,144",128  kWh/m²  kilowatt hour per square meters,3450 kg CO₂/m²,B,Gas
7683,10540759,None,None,1962," 460,000",3,88  m² square meters,None,Yes,None,Yes,None,None,None,None,None,No,Yes,Yes,None,None, 976,346  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
7684,10569631,None,All kind,1976," 395,000",3,108  m² square meters,Installed,No,None,None,None,None,None,683  m²  square meters,None,No,No,None,To renovate,None," 1,326",314  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
7685,10569627,None,None,2023," 459,000",3,278  m² square meters,USA hyper equipped,None,None,None,17  m²  square meters,None,288  m²  square meters,None,3,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7686,10569613,None,None,2007," 1,450,000",4,280  m² square meters,Hyper equipped,No,1,None,None,None,None,3721  m²  square meters,4,Yes,No,None,As new,None," 2,153",203  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
7687,10569612,None,None,None," 625,000",4,180  m² square meters,None,None,None,Yes,None,None,250  m²  square meters,250  m²  square meters,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7688,10569611,None,None,2000," 529,000",3,160  m² square meters,Installed,No,1,None,None,None,220  m²  square meters,302  m²  square meters,None,No,No,None,As new,None," 1,360",102  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7689,10569610,None,None,1973," 449,000",3,147  m² square meters,Semi equipped,None,None,Yes,None,Yes,None,None,None,No,No,Yes,To renovate,None," 1,628",478  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
7690,10569608,None,None,1932," 789,000",4,220  m² square meters,None,None,None,None,None,None,40  m²  square meters,124  m²  square meters,None,No,No,Yes,As new,None," 1,264",233  kWh/m²  kilowatt hour per square meters,Not specified,C,None
7691,10569607,None,All kind,1968," 735,000",4,320  m² square meters,None,None,None,None,21  m²  square meters,Yes,None,1769  m²  square meters,None,No,No,None,None,None," 1,817",459  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
7692,10569605,None,None,None," 446,525",3,None,None,No,None,None,None,None,None,425  m²  square meters,None,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
7693,10569598,None,None,1970," 345,000",4,180  m² square meters,None,None,None,None,None,Yes,None,291  m²  square meters,None,No,No,None,Just renovated,None,None,191  kWh/m²  kilowatt hour per square meters,Not specified,B,None
7694,10569597,None,None,None," 271,500",2,89  m² square meters,None,No,None,None,25  m²  square meters,None,None,None,None,No,Yes,None,As new,None,None,45  kWh/m²  kilowatt hour per square meters,Not specified,A,None
7695,10448770,None,None,None," 248,000",2,200  m² square meters,None,None,None,None,None,None,None,438  m²  square meters,None,None,None,None,To be done up,None,None,715  kWh/m²  kilowatt hour per square meters,Not specified,F,None
7696,10452049,None,None,None," 268,000",4,117  m² square meters,None,None,None,None,None,Yes,None,225  m²  square meters,None,No,No,Yes,To be done up,None,None,451  kWh/m²  kilowatt hour per square meters,Not specified,E,None
7697,10569593,None,None,2015," 249,000",2,95  m² square meters,Installed,No,None,None,None,None,None,None,None,No,Yes,None,As new,None, 902,70  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
7698,10569591,None,None,1966," 199,500",2,84  m² square meters,Installed,No,None,None,None,None,None,None,None,No,Yes,Yes,As new,None, 959,124  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7699,10569590,None,None,1986," 219,900",2,90  m² square meters,Installed,None,None,None,None,None,None,None,2,None,None,None,To be done up,None," 1,070",279  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7700,10569588,None,None,None," 89,000",3,80  m² square meters,None,No,None,None,None,None,None,80  m²  square meters,None,None,None,None,To renovate,None,None,888  kWh/m²  kilowatt hour per square meters,Not specified,F,None
7701,10569587,None,None,None," 139,000",3,None,None,None,None,None,None,None,None,None,None,None,None,None,To renovate,None,None,1008  kWh/m²  kilowatt hour per square meters,22658 kg CO₂/m²,F,None
7702,10483295,None,All kind,1976," 415,000",3,143  m² square meters,None,No,None,None,None,None,None,743  m²  square meters,None,None,None,None,None,None," 1,172",341  kWh/m²  kilowatt hour per square meters,Not specified,D,None
7703,10569583,None,None,2018," 449,000",4,220  m² square meters,Installed,No,None,None,None,Yes,None,558  m²  square meters,3,None,None,None,As new,None,None,44  kWh/m²  kilowatt hour per square meters,Not specified,A,None
7704,10569582,None,All kind,1955," 325,000",4,261  m² square meters,Installed,None,None,None,None,Yes,None,2000  m²  square meters,None,None,None,None,None,None, 956,546  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
7705,10569580,None,None,1930," 165,000",5,143  m² square meters,None,No,None,None,None,None,None,565  m²  square meters,3,None,None,None,None,None,None,900  kWh/m²  kilowatt hour per square meters,Not specified,F,None
7706,10569573,None,None,1978," 209,000",2,85  m² square meters,Installed,No,None,None,6  m²  square meters,Yes,None,None,None,No,No,None,As new,None, 775,162  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7707,10569566,None,None,None," 325,000",2,103  m² square meters,Not installed,None,None,None,18  m²  square meters,None,240  m²  square meters,440  m²  square meters,None,None,None,None,To renovate,None,None,704  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
7708,10569564,None,All kind,1949," 335,000",2,177  m² square meters,Semi equipped,None,None,None,None,None,946  m²  square meters,1049  m²  square meters,None,None,None,None,None,None, 623,498  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
7709,10569561,None,None,None," 575,000",5,207  m² square meters,Installed,No,None,None,None,Yes,None,173  m²  square meters,2,None,None,None,Good,None, 706,199  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
7710,10569560,None,None,None," 209,000",2,109  m² square meters,Installed,No,None,None,None,None,None,45  m²  square meters,2,None,None,None,To renovate,None, 255,550  kWh/m²  kilowatt hour per square meters,Not specified,F,None
7711,10569559,None,None,1899," 299,000",4,125  m² square meters,Installed,No,None,None,None,None,55  m²  square meters,326  m²  square meters,None,None,None,None,As new,None, 435,227  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
7712,10569558,None,None,None," 99,000",3,129  m² square meters,None,No,None,None,None,None,None,60  m²  square meters,None,None,None,None,To renovate,None, 267,323  kWh/m²  kilowatt hour per square meters,Not specified,D,None
7713,10569557,None,All kind,1964," 298,000",2,85  m² square meters,None,No,None,None,25  m²  square meters,None,None,1446  m²  square meters,None,None,None,None,None,None, 741,1476  kWh/m²  kilowatt hour per square meters,15414 kg CO₂/m²,F,None
7714,10569556,None,None,None," 185,000",2,50  m² square meters,Installed,None,None,None,4  m²  square meters,None,None,None,None,None,None,None,None,None,None,176  kWh/m²  kilowatt hour per square meters,Not specified,B,None
