Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
10558971,,,2017.0,"€ 180,000  180000 €",,43  m² square meters,USA hyper equipped,No,,,5  m²  square meters,,,,2.0,No,Yes,Yes,As new,€ 958  958 €,113  kWh/m²  kilowatt hour per square meters,21 kg CO₂/m²,C,Gas
10557389,Oost-Vlaanderen,,2012.0,"€ 235,000  235000 €",1.0,78  m² square meters,Installed,No,,,,,,,2.0,No,No,,Good,€ 508  508 €,124  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10451488,,,1995.0,"€ 275,000  275000 €",3.0,130  m² square meters,USA installed,No,,,14  m²  square meters,,140  m²  square meters,232  m²  square meters,2.0,No,,Yes,Good,"€ 1,160  1160 €",286  kWh/m²  kilowatt hour per square meters,52 kg CO₂/m²,D,Gas
10579725,,,1977.0,"€ 269,000  269000 €",4.0,196  m² square meters,,No,,,,,38  m²  square meters,132  m²  square meters,2.0,,No,Yes,To renovate,,393  kWh/m²  kilowatt hour per square meters,Not specified,D,
10579718,,,,"€ 195,000  195000 €",4.0,133  m² square meters,Semi equipped,No,,Yes,,Yes,,123  m²  square meters,,,,,Good,€ 721  721 €,586  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10579716,,,,"€ 125,000  125000 €",3.0,98  m² square meters,,No,,,,,,60  m²  square meters,1.0,,,Yes,To renovate,€ 560  560 €,262  kWh/m²  kilowatt hour per square meters,52 kg CO₂/m²,D,Gas
10579712,,,1945.0,"€ 650,000  650000 €",4.0,416  m² square meters,Installed,,,Yes,,,,1133  m²  square meters,4.0,,,Yes,Good,€ 813  813 €,230  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10579710,,,,"Make an offer starting from  € 110,000  Make an offer starting from  110000 €",2.0,84  m² square meters,Installed,No,,Yes,,,,,,,Yes,,,,302  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10579709,VISE,,1900.0,"€ 189,000  189000 €",3.0,104  m² square meters,Installed,,,,16  m²  square meters,,,326  m²  square meters,2.0,No,No,Yes,Good,€ 376  376 €,327  kWh/m²  kilowatt hour per square meters,60 kg CO₂/m²,D,Gas
10579707,,,,"€ 895,000  895000 €",5.0,290  m² square meters,Not installed,,,,,,141  m²  square meters,232  m²  square meters,,,,Yes,,"€ 2,627  2627 €",Not specified,Not specified,Not specified,
10579706,,,1910.0,"€ 545,000  545000 €",5.0,165  m² square meters,Hyper equipped,,,,,,16  m²  square meters,65  m²  square meters,,,,,Just renovated,"€ 1,123  1123 €",202  kWh/m²  kilowatt hour per square meters,Not specified,D,
10579702,,,1964.0,"€ 369,000  369000 €",4.0,220  m² square meters,,No,,,,,,3285  m²  square meters,4.0,No,No,Yes,To be done up,€ 948  948 €,674  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10579701,,,,"€ 225,000  225000 €",4.0,121  m² square meters,,No,,,13  m²  square meters,,145  m²  square meters,220  m²  square meters,2.0,No,No,,,,406  kWh/m²  kilowatt hour per square meters,75 kg CO₂/m²,E,Gas
10579693,,,,"€ 200,000  200000 €",4.0,200  m² square meters,Installed,No,,,,,,994  m²  square meters,3.0,,,,,€ 612  612 €,360  kWh/m²  kilowatt hour per square meters,89 kg CO₂/m²,E,Fuel oil
10579687,,,1972.0,"€ 385,000  385000 €",4.0,240  m² square meters,,,,Yes,,,,351  m²  square meters,3.0,,,,,€ 805  805 €,525  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10579686,,,1969.0,"€ 440,000  440000 €",2.0,93  m² square meters,Hyper equipped,,,,7  m²  square meters,,,,2.0,No,Yes,Yes,As new,"€ 1,483  1483 €",611  kWh/m²  kilowatt hour per square meters,123 kg CO₂/m²,G,Gas
10579682,Brabant Wallon,,1976.0,"Make an offer starting from  € 299,000  Make an offer starting from  299000 €",2.0,75  m² square meters,Installed,,,,20  m²  square meters,,400  m²  square meters,626  m²  square meters,4.0,,,,To be done up,,455  kWh/m²  kilowatt hour per square meters,110 kg CO₂/m²,F,Fuel oil
10579678,Namur Zone proche (5000 5001 5002 5003 5004 5020 5,,1899.0,"€ 129,000  129000 €",1.0,59  m² square meters,Semi equipped,No,,,,,,,2.0,No,No,Yes,Good,,438  kWh/m²  kilowatt hour per square meters,80 kg CO₂/m²,F,Gas
10579677,Namur,,1899.0,"€ 99,000  99000 €",,25  m² square meters,,No,,,3  m²  square meters,,,,2.0,No,No,Yes,To be done up,,487  kWh/m²  kilowatt hour per square meters,96 kg CO₂/m²,F,Electric
10579674,,,1972.0,"€ 230,000  230000 €",4.0,178  m² square meters,Semi equipped,No,,,,Yes,,817  m²  square meters,4.0,,,,Good,€ 875  875 €,1137  kWh/m²  kilowatt hour per square meters,324 kg CO₂/m²,G_F,Electric
10579672,,,1959.0,"€ 689,000  689000 €",4.0,264  m² square meters,,No,,,,,,196  m²  square meters,,No,No,,Good,"€ 2,164  2164 €",354  kWh/m²  kilowatt hour per square meters,71 kg CO₂/m²,G,Gas
10579668,,,,"€ 245,000  245000 €",3.0,120  m² square meters,,No,,,40  m²  square meters,,1200  m²  square meters,1300  m²  square meters,1.0,,,Yes,Good,,583  kWh/m²  kilowatt hour per square meters,Not specified,G,
10579666,Liège,,,"Make an offer starting from  € 369,000  Make an offer starting from  369000 €",4.0,556  m² square meters,Installed,No,,,,,,450  m²  square meters,2.0,No,No,,Good,,182  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10579663,,,1974.0,"€ 300,000  300000 €",3.0,130  m² square meters,Hyper equipped,Yes,,,15  m²  square meters,,,,2.0,,Yes,Yes,As new,,234  kWh/m²  kilowatt hour per square meters,37 kg CO₂/m²,E,Electric
10399690,,,1977.0,"€ 250,000  250000 €",5.0,157  m² square meters,,No,,,8  m²  square meters,,,70  m²  square meters,2.0,,No,Yes,To renovate,,399  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10579662,,,,"€ 399,000  399000 €",3.0,177  m² square meters,USA hyper equipped,,,Yes,,,,1142  m²  square meters,4.0,,,,,,606  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10579661,Vlaams-Brabant Noorden,,1930.0,"€ 460,000  460000 €",5.0,250  m² square meters,Not installed,No,,,20  m²  square meters,,110  m²  square meters,220  m²  square meters,2.0,No,No,,To be done up,"€ 1,192  1192 €",639  kWh/m²  kilowatt hour per square meters,17 kg CO₂/m²,F,Gas
10579659,,,1963.0,"€ 179,000  179000 €",1.0,62  m² square meters,Installed,No,,,30  m²  square meters,,,,2.0,No,No,Yes,Just renovated,€ 661  661 €,302  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10579658,,,2003.0,"€ 539,000  539000 €",4.0,220  m² square meters,Installed,,,,,Yes,,500  m²  square meters,3.0,,,,Good,€ 928  928 €,171  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10579656,,,1993.0,"€ 690,000  690000 €",5.0,155  m² square meters,Semi equipped,,1.0,,35  m²  square meters,Yes,,1378  m²  square meters,4.0,,,,Good,,340  kWh/m²  kilowatt hour per square meters,81 kg CO₂/m²,D,Fuel oil
10579655,,,1993.0,"€ 550,000  550000 €",5.0,155  m² square meters,Semi equipped,,1.0,,35  m²  square meters,Yes,,760  m²  square meters,4.0,,,,Good,,340  kWh/m²  kilowatt hour per square meters,81 kg CO₂/m²,D,Fuel oil
10579651,,,2010.0,"€ 349,000  349000 €",2.0,,Hyper equipped,No,,,,,45  m²  square meters,139  m²  square meters,2.0,,,,,,133  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10557112,Brabant Wallon,,1955.0,"Make an offer starting from  € 499,000  Make an offer starting from  499000 €",6.0,185  m² square meters,Installed,No,,,21  m²  square meters,,206  m²  square meters,302  m²  square meters,4.0,No,No,,To be done up,"€ 2,216  2216 €",265  kWh/m²  kilowatt hour per square meters,49 kg CO₂/m²,D,Gas
10570056,,,1990.0,"€ 249,500  249500 €",2.0,105  m² square meters,Hyper equipped,No,,,25  m²  square meters,,12458  m²  square meters,,3.0,No,Yes,Yes,As new,"€ 1,487  1487 €",374  kWh/m²  kilowatt hour per square meters,107 kg CO₂/m²,E,
10556350,,,2013.0,"€ 115,000  115000 €",1.0,16  m² square meters,Semi equipped,,,,,,,,2.0,,Yes,,As new,€ 401  401 €,92  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10556661,,,2004.0,"€ 199,500  199500 €",1.0,87  m² square meters,Installed,,,,,,,,3.0,,,,Good,€ 787  787 €,202  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10555241,Vlaams-Brabant Noorden,,1979.0,"€ 425,000  425000 €",3.0,140  m² square meters,USA installed,No,,,24  m²  square meters,,260  m²  square meters,800  m²  square meters,4.0,No,No,,To be done up,"€ 1,576  1576 €",621  kWh/m²  kilowatt hour per square meters,10 kg CO₂/m²,F,Electric
10566137,,,1974.0,"€ 595,000  595000 €",3.0,215  m² square meters,Installed,,,Yes,,,1100  m²  square meters,1284  m²  square meters,4.0,No,No,,To renovate,"€ 4,100  4100 €",375  kWh/m²  kilowatt hour per square meters,93 kg CO₂/m²,E,Fuel oil
10566163,,,1994.0,"€ 1,275,000  1275000 €",5.0,456  m² square meters,Installed,No,,,70  m²  square meters,,900  m²  square meters,1681  m²  square meters,4.0,No,No,Yes,As new,"€ 2,602  2602 €",165  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10482344,Brabant Flamand,,1991.0,"€ 710,000  710000 €",5.0,260  m² square meters,Semi equipped,No,,Yes,,,557  m²  square meters,675  m²  square meters,4.0,No,No,,To be done up,"€ 4,018  4018 €",245  kWh/m²  kilowatt hour per square meters,12 kg CO₂/m²,C,Gas
10467819,Projets Bruxelles Centre,,2025.0,"€ 275,000  275000 €",,47  m² square meters,USA hyper equipped,No,,,6  m²  square meters,,,,2.0,No,Yes,Yes,As new,,46  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10384516,Liège environs,,2022.0,"Make an offer starting from  € 349,000  Make an offer starting from  349000 €",3.0,153  m² square meters,Hyper equipped,No,,,11  m²  square meters,,500  m²  square meters,,3.0,No,Yes,Yes,As new,,93  kWh/m²  kilowatt hour per square meters,1894 kg CO₂/m²,B,Gas
10457573,bruxelles,,2022.0,"€ 489,000  489000 €",3.0,156  m² square meters,USA hyper equipped,No,,,6  m²  square meters,,,,3.0,No,Yes,Yes,As new,,36.68  kWh/m²  kilowatt hour per square meters,6 kg CO₂/m²,A,Gas
10227791,Brabant wallon,,2022.0,"€ 695,000  695000 €",3.0,159  m² square meters,Not installed,No,,,54  m²  square meters,,,,,,Yes,,As new,,85  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10574163,Quartier Joli-Bois,,1967.0,"€ 695,000  695000 €",5.0,252  m² square meters,Hyper equipped,No,1.0,,40  m²  square meters,,450  m²  square meters,786  m²  square meters,4.0,,,Yes,To be done up,"€ 4,043  4043 €",482  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10457770,Projets Bruxelles Est,,2023.0,"€ 805,000  805000 €",3.0,171  m² square meters,USA hyper equipped,,,,16  m²  square meters,,,,3.0,No,Yes,Yes,As new,,55  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10233050,Projets Bruxelles Sud,,2024.0,"€ 880,000  880000 €",3.0,119  m² square meters,USA hyper equipped,No,,,28  m²  square meters,,,,3.0,No,Yes,,As new,,125  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10514865,,,2022.0,"€ 990,000  990000 €",2.0,217  m² square meters,USA hyper equipped,No,,,36  m²  square meters,,,,4.0,No,Yes,Yes,As new,,1  kWh/m²  kilowatt hour per square meters,1 kg CO₂/m²,A,Gas
10457774,Projets Bruxelles Sud,,2022.0,"€ 1,340,000  1340000 €",3.0,179  m² square meters,USA hyper equipped,No,,,36  m²  square meters,,,,4.0,No,Yes,Yes,As new,,88  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10477061,Projets Bruxelles Sud,,2023.0,"€ 1,750,000  1750000 €",3.0,228  m² square meters,USA hyper equipped,No,,,67  m²  square meters,,,,4.0,No,Yes,Yes,As new,,95  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10463775,1 - Bruxelles Sud,,2021.0,"€ 1,750,000  1750000 €",3.0,235  m² square meters,USA hyper equipped,No,,,237  m²  square meters,,,,2.0,No,Yes,Yes,As new,,62  kWh/m²  kilowatt hour per square meters,9 kg CO₂/m²,B,Gas
10577525,,,1989.0,"€ 650,000  650000 €",4.0,248  m² square meters,USA hyper equipped,No,,,100  m²  square meters,,666  m²  square meters,1115  m²  square meters,4.0,Yes,Yes,Yes,Good,"€ 3,550  3550 €",220  kWh/m²  kilowatt hour per square meters,55 kg CO₂/m²,C,Fuel oil
10567504,,,2015.0,"€ 650,000  650000 €",2.0,105  m² square meters,Hyper equipped,No,,,13  m²  square meters,,,,2.0,No,Yes,,As new,"€ 2,445  2445 €",100  kWh/m²  kilowatt hour per square meters,21 kg CO₂/m²,C,
10552972,,,1996.0,"€ 365,000  365000 €",3.0,162  m² square meters,Installed,No,,,30  m²  square meters,,1039  m²  square meters,1039  m²  square meters,4.0,Yes,No,Yes,As new,"€ 1,031  1031 €",336  kWh/m²  kilowatt hour per square meters,83 kg CO₂/m²,D,Fuel oil
10553221,,,2012.0,"€ 565,000  565000 €",3.0,230  m² square meters,Hyper equipped,,,,38  m²  square meters,,,,,,Yes,Yes,Good,"€ 1,608  1608 €",111  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10553220,,,2012.0,"€ 565,000  565000 €",3.0,230  m² square meters,Hyper equipped,,,,38  m²  square meters,,,,,,Yes,Yes,Good,"€ 1,608  1608 €",111  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10579650,Merchtem,,1937.0,"€ 285,000  285000 €",3.0,178  m² square meters,Semi equipped,,,Yes,,,,769  m²  square meters,2.0,,,Yes,Good,€ 602  602 €,367  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10579648,,,1988.0,"€ 530,000  530000 €",5.0,177  m² square meters,USA hyper equipped,No,,Yes,,,380  m²  square meters,612  m²  square meters,4.0,No,No,,As new,"€ 1,326  1326 €",236  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10579647,,,1954.0,"€ 395,000  395000 €",3.0,140  m² square meters,Hyper equipped,,,Yes,,,,325  m²  square meters,3.0,,,Yes,,€ 861  861 €,206  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10579644,Zone Centre Province du Luxembourg,,2013.0,"€ 200,000  200000 €",2.0,85  m² square meters,Installed,No,,,6  m²  square meters,,16  m²  square meters,,3.0,No,No,Yes,As new,€ 535  535 €,252  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,C,Fuel oil
10579643,Zone Sud Province du Luxembourg,,,"€ 199,000  199000 €",3.0,187  m² square meters,Semi equipped,No,,,,,,,2.0,No,No,,Good,€ 507  507 €,334  kWh/m²  kilowatt hour per square meters,81 kg CO₂/m²,D,Fuel oil
10579641,Bruxelles (19 communes),,,"€ 285,000  285000 €",1.0,65  m² square meters,Hyper equipped,No,,,,,,,2.0,No,No,Yes,As new,,345  kWh/m²  kilowatt hour per square meters,69 kg CO₂/m²,F,Gas
10579640,Bruxelles- Quartier CEE,,1972.0,"€ 295,000  295000 €",1.0,83  m² square meters,Installed,No,,,4  m²  square meters,,,,2.0,No,Yes,Yes,As new,,180  kWh/m²  kilowatt hour per square meters,36 kg CO₂/m²,D,Gas
10579639,Bruxelles (19 communes),,,"€ 275,000  275000 €",2.0,65  m² square meters,Installed,No,,,,,,,2.0,No,No,,As new,€ 434  434 €,2174  kWh/m²  kilowatt hour per square meters,343 kg CO₂/m²,G,Gas
10579638,Bruxelles (19 communes),,1956.0,"€ 625,000  625000 €",4.0,312  m² square meters,Hyper equipped,No,,,,,100  m²  square meters,,3.0,No,No,,Good,"€ 3,031  3031 €",208  kWh/m²  kilowatt hour per square meters,42 kg CO₂/m²,D,Gas
10579637,Bruxelles (19 communes),,1925.0,"€ 720,000  720000 €",3.0,202  m² square meters,Installed,No,,,8  m²  square meters,,,,4.0,No,Yes,,Good,,299  kWh/m²  kilowatt hour per square meters,59 kg CO₂/m²,F,Gas
10579636,Bruxelles- Quartier CEE,,1932.0,"€ 329,000  329000 €",2.0,84  m² square meters,USA installed,Yes,,,,,,,3.0,No,Yes,,Good,,196  kWh/m²  kilowatt hour per square meters,42 kg CO₂/m²,D,Gas
10579635,Bruxelles (19 communes),,1917.0,"€ 1,150,000  1150000 €",8.0,663  m² square meters,Hyper equipped,No,,,12  m²  square meters,,,251  m²  square meters,2.0,,,,As new,,210  kWh/m²  kilowatt hour per square meters,41 kg CO₂/m²,D,Gas
10579634,,,1989.0,"€ 4,995,000  4995000 €",8.0,500  m² square meters,USA hyper equipped,,,Yes,,,1187  m²  square meters,1174  m²  square meters,4.0,Yes,No,,As new,,168  kWh/m²  kilowatt hour per square meters,89 kg CO₂/m²,B,Gas
10579633,,,1938.0,"€ 395,000  395000 €",4.0,180  m² square meters,,No,,,9  m²  square meters,,100  m²  square meters,,2.0,,,Yes,To renovate,,435  kWh/m²  kilowatt hour per square meters,87 kg CO₂/m²,G,
10579629,,,,"€ 725,000  725000 €",3.0,125  m² square meters,Hyper equipped,No,,,80  m²  square meters,,,,2.0,No,Yes,,,,179  kWh/m²  kilowatt hour per square meters,Not specified,B,
10579626,,,1969.0,"€ 345,000  345000 €",3.0,146  m² square meters,Installed,,,,14  m²  square meters,,,860  m²  square meters,4.0,,,,Good,€ 961  961 €,685  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10579624,,,1953.0,"€ 348,000  348000 €",1.0,83  m² square meters,Hyper equipped,No,,,,,,,,No,Yes,Yes,To be done up,"€ 1,298  1298 €",196  kWh/m²  kilowatt hour per square meters,51 kg CO₂/m²,D,Gas
10579623,,,1985.0,"€ 445,000  445000 €",3.0,190  m² square meters,USA installed,No,,,60  m²  square meters,,1200  m²  square meters,1523  m²  square meters,4.0,No,No,Yes,As new,,183  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10579622,,,,"€ 5,400,000  5400000 €",5.0,370  m² square meters,,,,,,,,6800  m²  square meters,4.0,,,,As new,,Not specified,Not specified,Not specified,
10579621,,,,"€ 1,325,000  1325000 €",7.0,337  m² square meters,,,,,,,,2500  m²  square meters,4.0,,,,Good,,Not specified,Not specified,Not specified,
10579620,,,2012.0,"€ 1,799,000  1799000 €",5.0,165  m² square meters,,,,,,,,1320  m²  square meters,4.0,,,,Good,,Not specified,Not specified,Not specified,
10579619,,,,"€ 3,790,000  3790000 €",4.0,246  m² square meters,,Yes,,,,,,1300  m²  square meters,4.0,,,,As new,,Not specified,Not specified,Not specified,
10579618,,,2019.0,"€ 3,990,000  3990000 €",4.0,300  m² square meters,,,,,,,,2780  m²  square meters,4.0,,,,As new,,Not specified,Not specified,Not specified,
10579617,,,,"€ 5,900,000  5900000 €",6.0,453  m² square meters,,,,,,,,64000  m²  square meters,4.0,,,,As new,,Not specified,Not specified,Not specified,
10579616,,,,"€ 7,790,000  7790000 €",5.0,350  m² square meters,,Yes,,,,,,40000  m²  square meters,4.0,,,,As new,,Not specified,Not specified,Not specified,
10579615,,,,"Make an offer starting from  € 300,000  Make an offer starting from  300000 €",3.0,442  m² square meters,Installed,,,,70  m²  square meters,,160  m²  square meters,,4.0,,,Yes,Just renovated,,143  kWh/m²  kilowatt hour per square meters,30 kg CO₂/m²,B,Gas
10579614,LIEGE centre,,,"€ 450,000  450000 €",5.0,180  m² square meters,Installed,,,,15  m²  square meters,,102  m²  square meters,184  m²  square meters,2.0,,,,As new,€ 950  950 €,254  kWh/m²  kilowatt hour per square meters,48 kg CO₂/m²,C,Gas
