Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
10224507,Pagodes,,1956.0,"€ 595,000  595000 €",4.0,300  m² square meters,Installed,No,,Yes,,,56  m²  square meters,140  m²  square meters,2.0,,,,Good,,Not specified,Not specified,Not specified,Gas
10344680,,,1978.0,"€ 595,000  595000 €",2.0,150  m² square meters,Installed,,,Yes,,Yes,,3276  m²  square meters,4.0,,,,Good,"€ 2,027  2027 €",558  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,F,Fuel oil
10532559,,,2000.0,"€ 675,000  675000 €",4.0,294  m² square meters,Semi equipped,,,,46  m²  square meters,,1000  m²  square meters,1153  m²  square meters,4.0,,,,Good,"€ 1,083  1083 €",271  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10498305,La Hulpe et environs,,1948.0,"Make an offer starting from  € 695,000  Make an offer starting from  695000 €",4.0,220  m² square meters,Hyper equipped,No,,,213  m²  square meters,,725  m²  square meters,815  m²  square meters,3.0,No,No,Yes,Just renovated,"€ 1,205  1205 €",161  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,B,
10498306,La Hulpe et environs,,1948.0,"Make an offer starting from  € 695,000  Make an offer starting from  695000 €",4.0,220  m² square meters,Hyper equipped,No,,,213  m²  square meters,,,815  m²  square meters,3.0,No,No,Yes,Just renovated,"€ 1,205  1205 €",161  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,B,
10550782,Gent en omstreken,,1985.0,"€ 700,000  700000 €",3.0,290  m² square meters,USA installed,No,,Yes,,,1461  m²  square meters,1777  m²  square meters,4.0,No,No,Yes,Good,"€ 2,126  2126 €",283  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10375636,,,1920.0,"€ 739,000  739000 €",4.0,250  m² square meters,Semi equipped,,,,50  m²  square meters,,,150  m²  square meters,3.0,,,,To be done up,,Not specified,Not specified,Not specified,Gas
10530868,,All kind,1994.0,"€ 850,000  850000 €",4.0,265  m² square meters,Hyper equipped,No,1.0,,,Yes,,2187  m²  square meters,,No,No,,As new,"€ 1,616  1616 €",154  kWh/m²  kilowatt hour per square meters,Not specified,B,Fuel oil
10532247,,,2005.0,"€ 979,000  979000 €",4.0,352  m² square meters,Installed,,,,40  m²  square meters,,10  m²  square meters,1400  m²  square meters,4.0,Yes,,,As new,"€ 2,668  2668 €",120  kWh/m²  kilowatt hour per square meters,Not specified,B,
10542519,,,1998.0,"€ 1,095,000  1095000 €",3.0,227  m² square meters,Installed,,1.0,,60  m²  square meters,,,2026  m²  square meters,4.0,Yes,,,,"€ 2,079  2079 €",97  kWh/m²  kilowatt hour per square meters,Not specified,A,
10493920,Liège,,1980.0,"€ 1,150,000  1150000 €",25.0,1005  m² square meters,Not installed,No,,Yes,,,4694  m²  square meters,5309  m²  square meters,4.0,No,No,Yes,Good,"€ 6,556  6556 €",225  kWh/m²  kilowatt hour per square meters,56 kg CO₂/m²,C,Fuel oil
10131643,,,1951.0,"€ 1,450,000  1450000 €",4.0,350  m² square meters,USA hyper equipped,No,,,120  m²  square meters,,,13607  m²  square meters,4.0,Yes,No,Yes,Just renovated,€ 849  849 €,152  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10513232,Avenue Ernest Cambier - Parc Josaphat,,1923.0,"€ 1,500,000  1500000 €",8.0,492  m² square meters,Hyper equipped,No,,,,,368  m²  square meters,503  m²  square meters,3.0,,No,Yes,Good,"€ 3,200  3200 €",216  kWh/m²  kilowatt hour per square meters,43 kg CO₂/m²,E,Gas
10320708,,,1956.0,"€ 1,700,000  1700000 €",5.0,375  m² square meters,Installed,,1.0,,20  m²  square meters,,1400  m²  square meters,1892  m²  square meters,4.0,,,Yes,Good,"€ 5,589  5589 €",392  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,D,Gas
10448383,,Villa,1937.0,"€ 3,300,000  3300000 €",5.0,500  m² square meters,,No,,Yes,,Yes,,12387  m²  square meters,,No,No,Yes,Good,"€ 3,857  3857 €",491  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
10448110,,Villa,1937.0,"€ 3,300,000  3300000 €",5.0,500  m² square meters,,No,,Yes,,Yes,,12387  m²  square meters,,No,No,Yes,Good,"€ 3,857  3857 €",491  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
10555288,,,1960.0,"€ 450,000  450000 €",4.0,213  m² square meters,Installed,,,Yes,,,,830  m²  square meters,4.0,,,Yes,To be done up,€ 948  948 €,624  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
10556253,,,1968.0,"€ 497,000  497000 €",3.0,194  m² square meters,Installed,,1.0,,,,,538  m²  square meters,4.0,,,Yes,,"€ 1,569  1569 €",297  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10553037,,,,"€ 499,000  499000 €",3.0,156  m² square meters,Hyper equipped,No,,Yes,,,,,,No,Yes,,As new,"€ 1,214  1214 €",202  kWh/m²  kilowatt hour per square meters,Not specified,C,Electric
10561089,,,1949.0,"€ 565,000  565000 €",2.0,280  m² square meters,Installed,,,Yes,,,,139  m²  square meters,2.0,,No,Yes,,"€ 1,963  1963 €",361  kWh/m²  kilowatt hour per square meters,Not specified,G,Gas
10577548,,,,"€ 89,000  89000 €",2.0,,,,,,,,,120  m²  square meters,2.0,,,Yes,To renovate,,Not specified,Not specified,Not specified,Pellet
10577547,,,2013.0,"€ 458,000  458000 €",4.0,200  m² square meters,Hyper equipped,No,,,15  m²  square meters,,,424  m²  square meters,3.0,,,,As new,€ 814  814 €,108  kWh/m²  kilowatt hour per square meters,Not specified,B,
10358250,,,,"€ 229,000  229000 €",4.0,,,,,,,,,160  m²  square meters,2.0,,,,Good,,518  kWh/m²  kilowatt hour per square meters,Not specified,G,Gas
10358335,,,,"€ 145,000  145000 €",2.0,79  m² square meters,Hyper equipped,,,,11  m²  square meters,,,,2.0,,,,,,141  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577544,Meiser,,1960.0,"€ 335,000  335000 €",3.0,100  m² square meters,Semi equipped,,,Yes,,,,,,,Yes,Yes,To be done up,€ 850  850 €,271  kWh/m²  kilowatt hour per square meters,54 kg CO₂/m²,E,Gas
10368443,,,1930.0,"Make an offer starting from  € 250,000  Make an offer starting from  250000 €",2.0,110  m² square meters,,No,,,,,,380  m²  square meters,3.0,No,No,,Good,€ 349  349 €,530  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10577540,,,,"Make an offer starting from  € 249,000  Make an offer starting from  249000 €",3.0,110  m² square meters,Installed,,,,,,,446  m²  square meters,4.0,,,Yes,Just renovated,€ 402  402 €,394  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10577538,,,1961.0,"€ 269,000  269000 €",2.0,100  m² square meters,Semi equipped,,,,8  m²  square meters,,,,2.0,,Yes,Yes,,€ 934  934 €,197  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577534,,,,"€ 99,000  99000 €",1.0,23  m² square meters,Installed,No,,Yes,,Yes,,48  m²  square meters,2.0,,,,Good,,731  kWh/m²  kilowatt hour per square meters,Not specified,F,Electric
10577528,,,,"€ 499,000  499000 €",4.0,350  m² square meters,Hyper equipped,No,,,16  m²  square meters,,,149  m²  square meters,3.0,,,,Good,,168  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577527,,,,"€ 345,000  345000 €",3.0,130  m² square meters,Installed,No,,,,Yes,,919  m²  square meters,,,,,Good,€ 889  889 €,688  kWh/m²  kilowatt hour per square meters,Not specified,F,Electric
10577524,,,,"€ 199,000  199000 €",3.0,154  m² square meters,Installed,,,,,,,272  m²  square meters,2.0,,,,Good,€ 356  356 €,333  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10577523,Marcel Thiry,,1990.0,"€ 395,000  395000 €",3.0,123  m² square meters,Installed,,,,42  m²  square meters,,,,,,Yes,Yes,Good,"€ 2,052  2052 €",223  kWh/m²  kilowatt hour per square meters,44 kg CO₂/m²,E,Gas
10577521,,,,"€ 462,000  462000 €",3.0,180  m² square meters,,,,,,,,946  m²  square meters,3.0,,,,,,Not specified,Not specified,Not specified,
10577520,,,1997.0,"€ 650,000  650000 €",5.0,320  m² square meters,Hyper equipped,,,,55  m²  square meters,,,1993  m²  square meters,4.0,,,Yes,Good,,280  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10577518,Grand Liège,,,"Make an offer starting from  € 279,000  Make an offer starting from  279000 €",3.0,118  m² square meters,,No,,,,,145  m²  square meters,225  m²  square meters,3.0,No,No,Yes,Just renovated,€ 297  297 €,104  kWh/m²  kilowatt hour per square meters,Not specified,B,
10577517,Grand Liège,,,"Make an offer starting from  € 279,000  Make an offer starting from  279000 €",3.0,118  m² square meters,,No,,,,,145  m²  square meters,225  m²  square meters,3.0,No,No,Yes,Just renovated,€ 297  297 €,104  kWh/m²  kilowatt hour per square meters,Not specified,B,
10577516,Grand Liège,,,"Make an offer starting from  € 99,900  Make an offer starting from  99900 €",1.0,43  m² square meters,Installed,No,,,,,,,2.0,No,Yes,Yes,As new,€ 592  592 €,155  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577515,Grand Liège,,1918.0,"€ 149,000  149000 €",2.0,105  m² square meters,Semi equipped,No,,Yes,,,25  m²  square meters,105  m²  square meters,2.0,,,Yes,Good,€ 302  302 €,469  kWh/m²  kilowatt hour per square meters,8321 kg CO₂/m²,F,Gas
10577514,,,,"Make an offer starting from  € 370,000  Make an offer starting from  370000 €",8.0,523  m² square meters,Installed,,,,,,,1371  m²  square meters,,,,,Good,"€ 1,762  1762 €",230  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10577513,,,,"€ 659,000  659000 €",7.0,285  m² square meters,Semi equipped,,,,25  m²  square meters,,,,,,,,To renovate,,260  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10577510,,,,"€ 499,000  499000 €",3.0,138  m² square meters,Hyper equipped,,,,11  m²  square meters,,,,2.0,,Yes,Yes,Just renovated,,146  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577509,,,1962.0,"€ 349,000  349000 €",2.0,101  m² square meters,Hyper equipped,,,,13  m²  square meters,,,,2.0,,,,Just renovated,,190  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577508,,,1962.0,"€ 329,000  329000 €",2.0,93  m² square meters,Hyper equipped,,,,9  m²  square meters,,,,2.0,,,,Just renovated,,219  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10577505,,,1950.0,"€ 899,000  899000 €",5.0,450  m² square meters,Hyper equipped,No,2.0,,30  m²  square meters,,150  m²  square meters,340  m²  square meters,2.0,,Yes,,To be done up,"€ 4,827  4827 €",Not specified,Not specified,Not specified,Gas
10577495,Mechelen,,1958.0,"€ 449,000  449000 €",4.0,194  m² square meters,Installed,No,,,,,,504  m²  square meters,4.0,,,,Just renovated,€ 881  881 €,194  kWh/m²  kilowatt hour per square meters,Not specified,B,Fuel oil
10577490,,,1957.0,"€ 285,000  285000 €",3.0,130  m² square meters,Installed,,,,,Yes,,248  m²  square meters,2.0,,,Yes,To renovate,€ 850  850 €,587  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,F,Fuel oil
10577486,,,,"€ 419,000  419000 €",3.0,275  m² square meters,,,1.0,Yes,,,,1374  m²  square meters,,,,Yes,,,496  kWh/m²  kilowatt hour per square meters,Not specified,E,
10573586,,,2006.0,"€ 795,000  795000 €",3.0,209  m² square meters,Hyper equipped,No,,,10  m²  square meters,,,,3.0,No,Yes,Yes,As new,,260  kWh/m²  kilowatt hour per square meters,65 kg CO₂/m²,D,Fuel oil
10550692,Oost- Vlaanderen,,2023.0,"€ 450,000  450000 €",3.0,200  m² square meters,Hyper equipped,,,Yes,,,,347  m²  square meters,4.0,,,,As new,,Not specified,Not specified,Not specified,Gas
10531714,,,2023.0,"€ 475,000  475000 €",3.0,240  m² square meters,USA hyper equipped,,,,32  m²  square meters,,,910  m²  square meters,3.0,,,,As new,,Not specified,Not specified,Not specified,
10569180,,,1937.0,"€ 830,000  830000 €",6.0,400  m² square meters,Hyper equipped,,1.0,,1  m²  square meter,,150  m²  square meters,296  m²  square meters,2.0,,,Yes,As new,"€ 3,444  3444 €",303  kWh/m²  kilowatt hour per square meters,60 kg CO₂/m²,F,Fuel oil
10567509,,,1900.0,"€ 1,650,000  1650000 €",6.0,449  m² square meters,USA hyper equipped,No,,,15  m²  square meters,,280  m²  square meters,450  m²  square meters,2.0,No,No,Yes,As new,,269  kWh/m²  kilowatt hour per square meters,52 kg CO₂/m²,E,Gas
10563945,,,,"€ 87,500  87500 €",,37  m² square meters,Installed,No,,,,,,,,,,,Good,€ 386  386 €,665  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10565190,,,1950.0,"€ 375,000  375000 €",2.0,81  m² square meters,Hyper equipped,,,,8  m²  square meters,,,,3.0,,Yes,Yes,Good,"€ 1,251  1251 €",209  kWh/m²  kilowatt hour per square meters,41 kg CO₂/m²,D,Gas
10564580,,,,"€ 475,000  475000 €",3.0,211  m² square meters,Installed,,,Yes,,,,,,,Yes,Yes,Good,,112  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10565139,,,1979.0,"€ 1,345,000  1345000 €",3.0,97  m² square meters,,No,,,70  m²  square meters,,,,2.0,No,No,Yes,As new,"€ 1,323  1323 €",308  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10577295,,,1755.0,"€ 765,000  765000 €",3.0,235  m² square meters,Installed,No,,Yes,,Yes,,2309  m²  square meters,4.0,,,Yes,Good,€ 426  426 €,321  kWh/m²  kilowatt hour per square meters,79 kg CO₂/m²,D,Fuel oil
10553421,Gent en omstreken,,2023.0,"€ 565,000  565000 €",2.0,102  m² square meters,Hyper equipped,No,,,29  m²  square meters,,,,3.0,No,Yes,,As new,,Not specified,Not specified,Not specified,
10553422,Gent en omstreken,,2023.0,"€ 585,000  585000 €",2.0,102  m² square meters,Hyper equipped,No,,,29  m²  square meters,,,,3.0,No,Yes,,As new,,Not specified,Not specified,Not specified,
10537234,,,1973.0,"€ 125,000  125000 €",1.0,35  m² square meters,Installed,,,,,,,,2.0,,Yes,,To renovate,€ 567  567 €,398  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10485683,,,1998.0,"€ 147,500  147500 €",1.0,37  m² square meters,Installed,Yes,,Yes,,Yes,,,,Yes,No,,As new,€ 540  540 €,336  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
10391740,,,,"€ 165,000  165000 €",3.0,123  m² square meters,Semi equipped,No,,,35  m²  square meters,,,,,,,,Good,€ 689  689 €,393  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10239048,,,,"€ 169,000  169000 €",2.0,98  m² square meters,Semi equipped,No,,,,,,,,,,,To renovate,€ 755  755 €,360  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
10402401,,,1993.0,"€ 195,000  195000 €",1.0,29  m² square meters,,,,,,,,,2.0,,,,To be done up,€ 875  875 €,516  kWh/m²  kilowatt hour per square meters,Not specified,F,Electric
10543211,Bruxelles Est,,1970.0,"€ 219,000  219000 €",,43  m² square meters,Hyper equipped,No,,,16  m²  square meters,,,,2.0,No,Yes,Yes,Just renovated,,720  kWh/m²  kilowatt hour per square meters,145 kg CO₂/m²,G,Fuel oil
10008979,,,,"€ 225,000  225000 €",3.0,99  m² square meters,Hyper equipped,No,,Yes,,,,,,,,,As new,€ 699  699 €,290  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10522170,,,1899.0,"€ 250,000  250000 €",1.0,65  m² square meters,USA hyper equipped,Yes,,,6  m²  square meters,,,,2.0,No,No,Yes,As new,,716  kWh/m²  kilowatt hour per square meters,141 kg CO₂/m²,G,Gas
10338465,,,,"€ 259,000  259000 €",2.0,113  m² square meters,Hyper equipped,No,,,16  m²  square meters,,,,,,,,As new,€ 850  850 €,156  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10525043,,,,"€ 279,000  279000 €",3.0,102  m² square meters,Installed,No,,,6  m²  square meters,,,,,No,Yes,,Good,€ 954  954 €,123  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10393313,Bruxelles (19 communes),,1994.0,"€ 280,000  280000 €",3.0,90  m² square meters,Installed,No,,,6  m²  square meters,,,,2.0,No,Yes,Yes,Good,,198  kWh/m²  kilowatt hour per square meters,39 kg CO₂/m²,D,
10546104,,,,"€ 299,000  299000 €",1.0,110  m² square meters,Hyper equipped,No,,,25  m²  square meters,,,,,,,,Good,€ 819  819 €,254  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10523061,,,1965.0,"€ 299,900  299900 €",2.0,130  m² square meters,Installed,,,,9  m²  square meters,,96  m²  square meters,,2.0,,,Yes,As new,€ 708  708 €,396  kWh/m²  kilowatt hour per square meters,Not specified,D,
10577481,VERVIERS,,,"€ 925,000  925000 €",10.0,572  m² square meters,Installed,No,,,30  m²  square meters,,450  m²  square meters,1000  m²  square meters,2.0,,No,,Good,,221  kWh/m²  kilowatt hour per square meters,55 kg CO₂/m²,C,Fuel oil
10577480,,,1850.0,"€ 199,000  199000 €",3.0,194  m² square meters,Hyper equipped,No,,Yes,,,,290  m²  square meters,4.0,No,No,Yes,,€ 223  223 €,733  kWh/m²  kilowatt hour per square meters,Not specified,F,
10577479,,,1850.0,"€ 199,000  199000 €",3.0,194  m² square meters,Hyper equipped,No,,Yes,,,,290  m²  square meters,4.0,No,No,Yes,,€ 223  223 €,733  kWh/m²  kilowatt hour per square meters,Not specified,F,
10577476,,,,"€ 310,000  310000 €",2.0,100  m² square meters,Installed,No,,,2  m²  square meters,,,,3.0,,,,,,Not specified,59 kg CO₂/m²,Not specified,Gas
10577473,,,,"€ 450,000  450000 €",3.0,115  m² square meters,Installed,,,,,,,,2.0,,Yes,Yes,Just renovated,,Not specified,Not specified,Not specified,Fuel oil
10577472,,,1900.0,"€ 195,000  195000 €",1.0,101  m² square meters,Not installed,,,,,,,,2.0,,,,To renovate,,Not specified,Not specified,Not specified,Gas
10577467,,,,"€ 195,000  195000 €",3.0,155  m² square meters,Installed,No,,,,,,646  m²  square meters,3.0,,,,,€ 416  416 €,460  kWh/m²  kilowatt hour per square meters,114 kg CO₂/m²,F,Fuel oil
10577464,Joli Bois,,2007.0,"€ 710,000  710000 €",2.0,161  m² square meters,Hyper equipped,,,,84  m²  square meters,,,,2.0,,Yes,Yes,As new,,165  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577459,,,,"€ 512,511  512511 €",4.0,183  m² square meters,,,,,,,,610  m²  square meters,3.0,,,,As new,,Not specified,Not specified,Not specified,
10468836,,,,"€ 230,000  230000 €",5.0,190  m² square meters,Installed,No,,Yes,,,,1561  m²  square meters,4.0,No,No,,,€ 500  500 €,587  kWh/m²  kilowatt hour per square meters,88 kg CO₂/m²,G,
10577451,,,1987.0,"€ 460,000  460000 €",3.0,154  m² square meters,Installed,,1.0,,,,400  m²  square meters,689  m²  square meters,4.0,,,Yes,Good,"€ 2,407  2407 €",329  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,D,Gas
10577443,,,1963.0,"€ 315,000  315000 €",3.0,242  m² square meters,,,,Yes,,Yes,,1740  m²  square meters,4.0,,,Yes,To renovate,"€ 1,167  1167 €",396  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
10577442,,,1930.0,"€ 295,000  295000 €",6.0,228  m² square meters,,,,Yes,,Yes,,,4.0,,,Yes,To renovate,,341  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10577441,,,1968.0,"€ 399,000  399000 €",3.0,241  m² square meters,,,,,,Yes,,10875  m²  square meters,4.0,,,Yes,To renovate,,1145  kWh/m²  kilowatt hour per square meters,Not specified,F,Electric
10577435,,,,"€ 95,000  95000 €",3.0,100  m² square meters,Semi equipped,,,,,,,50  m²  square meters,,,,Yes,To renovate,€ 240  240 €,188  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
10577431,,,,"€ 325,000  325000 €",3.0,147  m² square meters,Installed,,,Yes,,,,,,,Yes,,Good,"€ 1,130  1130 €",199  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577428,,,1958.0,"€ 340,000  340000 €",3.0,163  m² square meters,Semi equipped,,2.0,Yes,,Yes,,625  m²  square meters,3.0,,,Yes,To renovate,,609  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10577426,,,,"€ 291,500  291500 €",3.0,120  m² square meters,Installed,,,Yes,,Yes,,,,,Yes,,,,Not specified,Not specified,Not specified,Gas
10577424,Mechelen,,1935.0,"€ 464,000  464000 €",4.0,175  m² square meters,Hyper equipped,,,Yes,,,,327  m²  square meters,2.0,No,,,,€ 287  287 €,94  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10577422,,,,"€ 195,000  195000 €",3.0,145  m² square meters,Semi equipped,,,,,,471  m²  square meters,591  m²  square meters,4.0,,,Yes,To renovate,,465  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
10577421,,,,"€ 315,000  315000 €",2.0,100  m² square meters,Hyper equipped,No,,,6  m²  square meters,,,,,,Yes,,Just renovated,,133  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10577415,,,,"€ 497,000  497000 €",3.0,179  m² square meters,,,,,,,,936  m²  square meters,3.0,,,,,,Not specified,Not specified,Not specified,
10577414,,,,"Make an offer starting from  € 169,000  Make an offer starting from  169000 €",1.0,87  m² square meters,Hyper equipped,,,,,,75  m²  square meters,,,,,,,,341  kWh/m²  kilowatt hour per square meters,Not specified,E,
10577411,,,,"€ 227,000  227000 €",3.0,133  m² square meters,,,,Yes,,,,,4.0,,,,Good,,622  kWh/m²  kilowatt hour per square meters,Not specified,G,
10488573,,,1934.0,"€ 169,000  169000 €",2.0,97  m² square meters,Semi equipped,,,,,,,,2.0,,,Yes,To be done up,€ 613  613 €,321  kWh/m²  kilowatt hour per square meters,1000 kg CO₂/m²,D,Gas
10577408,,,,"€ 660,000  660000 €",2.0,102  m² square meters,Hyper equipped,No,,,,,,,,No,Yes,Yes,As new,,Not specified,Not specified,Not specified,Gas
10577406,,,,"€ 154,000  154000 €",2.0,76  m² square meters,Installed,No,,,,,,,,No,Yes,Yes,Good,€ 880  880 €,497  kWh/m²  kilowatt hour per square meters,90 kg CO₂/m²,F,
10577403,,,,"Make an offer starting from  € 230,000  Make an offer starting from  230000 €",3.0,162  m² square meters,,,,,,,,250  m²  square meters,2.0,,,,To be done up,"€ 1,400  1400 €",193  kWh/m²  kilowatt hour per square meters,36 kg CO₂/m²,C,Gas
10577401,,,,"Make an offer starting from  € 275,000  Make an offer starting from  275000 €",3.0,161  m² square meters,Hyper equipped,,,,,,,,,,,,As new,,127  kWh/m²  kilowatt hour per square meters,33 kg CO₂/m²,B,Fuel oil
10449986,,,,"€ 345,000  345000 €",2.0,112  m² square meters,USA hyper equipped,,,,50  m²  square meters,,,,,,Yes,Yes,Good,"€ 1,030  1030 €",125  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10449985,,,,"€ 345,000  345000 €",2.0,112  m² square meters,USA hyper equipped,,,,50  m²  square meters,,,,,,Yes,Yes,Good,"€ 1,030  1030 €",125  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10429490,,,,"€ 355,000  355000 €",2.0,82  m² square meters,Hyper equipped,No,,,10  m²  square meters,,,,,No,Yes,,As new,€ 974  974 €,131  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10459290,1 - Bruxelles Centre,,1924.0,"€ 370,000  370000 €",2.0,155  m² square meters,USA installed,No,,,,,,,2.0,No,No,Yes,Good,"€ 1,233  1233 €",203  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,D,
10436048,,,,"€ 397,000  397000 €",2.0,83  m² square meters,USA hyper equipped,No,,,3  m²  square meters,,,,2.0,No,No,,As new,€ 778  778 €,139  kWh/m²  kilowatt hour per square meters,27 kg CO₂/m²,C,
10499435,,,,"€ 469,000  469000 €",4.0,278  m² square meters,Hyper equipped,No,,,89  m²  square meters,,,,,,,Yes,Good,"€ 1,941  1941 €",269  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
10415641,,,,"€ 469,000  469000 €",3.0,136  m² square meters,Installed,No,,Yes,,,,,,,,,Good,"€ 1,008  1008 €",151  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10085083,,,,"€ 495,000  495000 €",3.0,105  m² square meters,Hyper equipped,No,,Yes,,,,,,No,Yes,,As new,€ 853  853 €,132  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10120674,,,,"€ 495,000  495000 €",3.0,177  m² square meters,Hyper equipped,No,,,8  m²  square meters,,,,,,,,As new,"€ 1,268  1268 €",116  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10511952,,,,"€ 549,000  549000 €",3.0,271  m² square meters,Hyper equipped,No,,Yes,,,,,,No,Yes,,As new,"€ 1,473  1473 €",85.04  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10425706,,,,"€ 550,000  550000 €",2.0,90  m² square meters,Hyper equipped,No,,,70  m²  square meters,,,,,No,Yes,Yes,As new,"€ 1,103  1103 €",197  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
10536053,,,1954.0,"€ 560,000  560000 €",3.0,141  m² square meters,USA installed,,1.0,,6  m²  square meters,,,,2.0,,Yes,Yes,,"€ 2,136  2136 €",753  kWh/m²  kilowatt hour per square meters,199 kg CO₂/m²,G,Fuel oil
10550261,,,1954.0,"€ 560,000  560000 €",3.0,141  m² square meters,USA installed,,1.0,,6  m²  square meters,,,,2.0,,Yes,Yes,,"€ 2,136  2136 €",753  kWh/m²  kilowatt hour per square meters,199 kg CO₂/m²,G,Fuel oil
10504373,,,2011.0,"€ 595,000  595000 €",2.0,180  m² square meters,Hyper equipped,No,,,70  m²  square meters,,,,2.0,,Yes,,,"€ 2,450  2450 €",128  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10365344,,,2011.0,"€ 595,000  595000 €",2.0,180  m² square meters,Hyper equipped,No,,,70  m²  square meters,,,,4.0,,Yes,,,"€ 2,450  2450 €",128  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
10475606,,,,"€ 695,000  695000 €",2.0,190  m² square meters,Hyper equipped,No,,,,,,,,No,Yes,,As new,"€ 1,095  1095 €",66  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
10470811,,,,"€ 695,000  695000 €",2.0,190  m² square meters,Hyper equipped,No,,,,,,,,No,Yes,,As new,"€ 1,095  1095 €",66  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
9962014,,,,"€ 750,000  750000 €",3.0,176  m² square meters,Installed,No,,,29  m²  square meters,,,,,No,Yes,Yes,Good,"€ 3,279  3279 €",228  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
10544944,Gent en omstreken,,2020.0,"€ 1,050,000  1050000 €",3.0,179  m² square meters,Installed,,,,39  m²  square meters,,,,2.0,No,Yes,Yes,As new,,Not specified,Not specified,Not specified,Gas
10504792,,,,"€ 1,350,000  1350000 €",4.0,210  m² square meters,Hyper equipped,,1.0,,160  m²  square meters,,,,3.0,,Yes,Yes,Good,"€ 4,477  4477 €",538  kWh/m²  kilowatt hour per square meters,108 kg CO₂/m²,G,Gas
